model,params_b,framework,n_agents,persona_version,maxmin_personas,maxmin_indices,maxmin_score,maxdet_personas,maxdet_indices,maxdet_volume,intersection_count
Qwen3-4B-Instruct-2507,4.0,vllm,7,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Soviet-era bureaucrat who prioritizes documentation, adherence to arbitrary quotas, and triplicate forms', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(13, 24, 28, 30, 32, 37, 38)",0.0969022414143551,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(8, 13, 28, 30, 32, 37, 38)",2.0040893936997242e-05,6
Qwen3-8B,8.0,vllm,2,v1,"('a bold risk-taker who embraces uncertainty', 'a patient deliberator who takes time to form well-reasoned views')","(31, 39)",0.03384112296218966,"('a bold risk-taker who embraces uncertainty', 'a patient deliberator who takes time to form well-reasoned views')","(31, 39)",0.06653702432103717,2
Llama-3.1-8B-Instruct,8.0,vllm,2,v1,"('a holistic thinker who sees systems and interconnections', 'a meticulous fact-checker who verifies every claim')","(22, 28)",0.2823711622915742,"('a holistic thinker who sees systems and interconnections', 'a meticulous fact-checker who verifies every claim')","(22, 28)",0.48500885128925375,2
Qwen3-8B,8.0,vllm,2,v2,"('a systems engineer who focuses strictly on modularity, inter-component dependencies, and error states', ""a mythological hero's sidekick who is overly cautious, risk-averse, and constantly points out dangers"")","(33, 36)",0.08399492978506895,"('a systems engineer who focuses strictly on modularity, inter-component dependencies, and error states', ""a mythological hero's sidekick who is overly cautious, risk-averse, and constantly points out dangers"")","(33, 36)",0.16093471134053888,2
Llama-3.1-8B-Instruct,8.0,vllm,2,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change')","(13, 30)",0.4885023395087704,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change')","(13, 30)",0.7383701433119987,2
Llama-3.1-8B-Instruct,8.0,vllm,3,v1,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a warm supporter who encourages and validates contributions')","(3, 10, 19)",0.25204411500702417,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a warm supporter who encourages and validates contributions')","(3, 10, 19)",0.15906782837615244,3
Qwen3-8B,8.0,vllm,3,v1,"('a thorough investigator who leaves no stone unturned', 'a compassionate mediator who considers emotional and human impacts', 'an assertive leader who drives discussions forward decisively')","(3, 15, 32)",0.02974054370247614,"('a thorough investigator who leaves no stone unturned', 'a compassionate mediator who considers emotional and human impacts', 'an assertive leader who drives discussions forward decisively')","(3, 15, 32)",0.0027236849408163893,3
Llama-3.1-8B-Instruct,8.0,vllm,3,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change')","(13, 28, 30)",0.432164465292212,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change')","(13, 28, 30)",0.44087221105044666,3
Qwen3-8B,8.0,vllm,3,v2,"('a systems engineer who focuses strictly on modularity, inter-component dependencies, and error states', ""a mythological hero's sidekick who is overly cautious, risk-averse, and constantly points out dangers"", 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(33, 36, 38)",0.07320061794649646,"('a systems engineer who focuses strictly on modularity, inter-component dependencies, and error states', ""a mythological hero's sidekick who is overly cautious, risk-averse, and constantly points out dangers"", 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(33, 36, 38)",0.0174757350220775,3
Llama-3.1-8B-Instruct,8.0,vllm,4,v1,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a warm supporter who encourages and validates contributions', 'an efficient optimizer who seeks the most direct path')","(3, 10, 19, 41)",0.23280834684681428,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a warm supporter who encourages and validates contributions', 'an efficient optimizer who seeks the most direct path')","(3, 10, 19, 41)",0.04707914447785972,4
Qwen3-8B,8.0,vllm,4,v1,"('a thorough investigator who leaves no stone unturned', 'a compassionate mediator who considers emotional and human impacts', 'an assertive leader who drives discussions forward decisively', 'an adventurous experimenter eager to explore new territory')","(3, 15, 32, 33)",0.027625533565150073,"('a thorough investigator who leaves no stone unturned', 'a compassionate mediator who considers emotional and human impacts', 'an assertive leader who drives discussions forward decisively', 'an adventurous experimenter eager to explore new territory')","(3, 15, 32, 33)",9.900028121142603e-05,4
Llama-3.1-8B-Instruct,8.0,vllm,4,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(13, 30, 32, 38)",0.39680233403306797,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a 1950s Madison Avenue ad man who views the solution as a campaign to be emotionally sold and packaged', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change')","(13, 28, 29, 30)",0.22631320950350914,2
Qwen3-8B,8.0,vllm,4,v2,"('a Soviet-era bureaucrat who prioritizes documentation, adherence to arbitrary quotas, and triplicate forms', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(24, 28, 30, 38)",0.06376233624973049,"('a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a systems engineer who focuses strictly on modularity, inter-component dependencies, and error states', ""a mythological hero's sidekick who is overly cautious, risk-averse, and constantly points out dangers"", 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(28, 33, 36, 38)",0.0014513657368437766,2
Llama-3.1-8B-Instruct,8.0,vllm,5,v1,"('an experimental explorer willing to try unconventional approaches', 'a warm supporter who encourages and validates contributions', 'a holistic thinker who sees systems and interconnections', 'a perfectionist who insists on accuracy and precision', 'an impartial judge who weighs all sides fairly')","(14, 19, 22, 25, 45)",0.21820854051138439,"('a thorough investigator who leaves no stone unturned', 'a warm supporter who encourages and validates contributions', 'a holistic thinker who sees systems and interconnections', 'a patient deliberator who takes time to form well-reasoned views', 'an efficient optimizer who seeks the most direct path')","(3, 19, 22, 39, 41)",0.012228752033624642,2
Qwen3-8B,8.0,vllm,5,v1,"('a logical reasoner who prioritizes evidence and structure', 'a thorough investigator who leaves no stone unturned', 'a contrarian debater who explores opposing viewpoints', 'a compassionate mediator who considers emotional and human impacts', 'an adventurous experimenter eager to explore new territory')","(2, 3, 7, 15, 33)",0.02579679751610875,"('a thorough investigator who leaves no stone unturned', 'a contrarian debater who explores opposing viewpoints', 'a compassionate mediator who considers emotional and human impacts', 'an assertive leader who drives discussions forward decisively', 'an adventurous experimenter eager to explore new territory')","(3, 7, 15, 32, 33)",3.0322372272405447e-06,4
Llama-3.1-8B-Instruct,8.0,vllm,5,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a resource auditor who views every input as a budget line item that must be strictly justified', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(13, 28, 30, 35, 38)",0.3881602764953114,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a resource auditor who views every input as a budget line item that must be strictly justified', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(13, 28, 30, 35, 38)",0.1045976754389995,5
Qwen3-8B,8.0,vllm,5,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation', 'a street-smart gambler whose strategy is based on calculating odds, weighted risk, and bluffing potential')","(13, 28, 32, 38, 45)",0.06012297107493303,"('a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a systems engineer who focuses strictly on modularity, inter-component dependencies, and error states', ""a mythological hero's sidekick who is overly cautious, risk-averse, and constantly points out dangers"", 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(28, 32, 33, 36, 38)",0.00010573121285772788,3
Llama-3.1-8B-Instruct,8.0,vllm,6,v1,"('a thorough investigator who leaves no stone unturned', 'a contrarian debater who explores opposing viewpoints', 'an experimental explorer willing to try unconventional approaches', 'a warm supporter who encourages and validates contributions', 'a holistic thinker who sees systems and interconnections', 'a decisive executor who makes quick, firm judgments')","(3, 7, 14, 19, 22, 43)",0.2062178392497933,"('a thorough investigator who leaves no stone unturned', 'a warm supporter who encourages and validates contributions', 'a holistic thinker who sees systems and interconnections', 'an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views', 'an efficient optimizer who seeks the most direct path')","(3, 19, 22, 33, 39, 41)",0.002998666926983982,3
Qwen3-8B,8.0,vllm,6,v1,"('a thorough investigator who leaves no stone unturned', 'a contrarian debater who explores opposing viewpoints', 'a compassionate mediator who considers emotional and human impacts', 'an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views', 'a pragmatic doer focused on actionable outcomes')","(3, 7, 15, 33, 39, 40)",0.024408773270518935,"('a thorough investigator who leaves no stone unturned', 'a contrarian debater who explores opposing viewpoints', 'a compassionate mediator who considers emotional and human impacts', 'an assertive leader who drives discussions forward decisively', 'an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views')","(3, 7, 15, 32, 33, 39)",8.643733093521093e-08,5
Llama-3.1-8B-Instruct,8.0,vllm,6,v2,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a hyper-capitalist financier who evaluates every move solely on ROI (Return on Investment) and marginal profit', 'a pre-lingual infant whose understanding is limited to basic sensations, needs, and spatial presence', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(8, 16, 25, 30, 32, 38)",0.36678473680427803,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a resource auditor who views every input as a budget line item that must be strictly justified', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(13, 28, 30, 32, 35, 38)",0.04458446970726433,3
Qwen3-8B,8.0,vllm,6,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation', 'a street-smart gambler whose strategy is based on calculating odds, weighted risk, and bluffing potential')","(13, 28, 30, 32, 38, 45)",0.05915470363568687,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a systems engineer who focuses strictly on modularity, inter-component dependencies, and error states', ""a mythological hero's sidekick who is overly cautious, risk-averse, and constantly points out dangers"", 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(13, 28, 32, 33, 36, 38)",6.884578347716408e-06,4
Llama-3.1-8B-Instruct,8.0,vllm,7,v1,"('a thorough investigator who leaves no stone unturned', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a collaborative facilitator who brings ideas together harmoniously', 'a futuristic forecaster who anticipates consequences and trends', 'an efficient optimizer who seeks the most direct path', 'a competitive winner who strives to prevail in debates', 'an impartial judge who weighs all sides fairly')","(3, 10, 18, 24, 41, 44, 45)",0.19572369969477532,"('a thorough investigator who leaves no stone unturned', 'a warm supporter who encourages and validates contributions', 'a holistic thinker who sees systems and interconnections', 'a perfectionist who insists on accuracy and precision', 'an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views', 'an efficient optimizer who seeks the most direct path')","(3, 19, 22, 25, 33, 39, 41)",0.0007034683772607134,2
Qwen3-8B,8.0,vllm,7,v1,"('a thorough investigator who leaves no stone unturned', 'a contrarian debater who explores opposing viewpoints', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a compassionate mediator who considers emotional and human impacts', 'an assertive leader who drives discussions forward decisively', 'an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views')","(3, 7, 10, 15, 32, 33, 39)",0.02338351006379702,"('a thorough investigator who leaves no stone unturned', 'a contrarian debater who explores opposing viewpoints', 'a compassionate mediator who considers emotional and human impacts', 'a meticulous fact-checker who verifies every claim', 'an assertive leader who drives discussions forward decisively', 'an adventurous experimenter eager to explore new territory', 'a patient deliberator who takes time to form well-reasoned views')","(3, 7, 15, 28, 32, 33, 39)",2.3182906215358913e-09,6
Llama-3.1-8B-Instruct,8.0,vllm,7,v2,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'an enigma machine operator whose primary filter is signal-to-noise ratio and encrypted hidden messages', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', ""a mythological hero's sidekick who is overly cautious, risk-averse, and constantly points out dangers"", 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation', 'a child psychologist who interprets all actions through the lens of developmental stage and emotional need')","(13, 20, 28, 30, 36, 38, 42)",0.3465496478834491,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a pre-lingual infant whose understanding is limited to basic sensations, needs, and spatial presence', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a resource auditor who views every input as a budget line item that must be strictly justified', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(13, 25, 28, 30, 32, 35, 38)",0.01787242220687889,4
Qwen3-8B,8.0,vllm,7,v2,"('a radical anarchist who views all imposed structures and hierarchies as fundamentally flawed', 'a Gothic novelist who focuses on dramatic irony, foreshadowing, and latent horror', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', ""a mythological hero's sidekick who is overly cautious, risk-averse, and constantly points out dangers"", 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay', 'a hermetic alchemist who seeks to transmute the problem into a perfect, pure, and philosophical gold standard')","(10, 21, 28, 30, 36, 37, 43)",0.054148971815497715,"('a Kantian deontologist who judges all actions strictly by their moral imperative and universal rule application', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', ""a mythological hero's sidekick who is overly cautious, risk-averse, and constantly points out dangers"", 'an expert chess grandmaster who analyzes all moves based on look-ahead, board state, and counterplay', 'a Renaissance painter who values perspective, light, shadow, and visual harmony in the final presentation')","(13, 28, 30, 32, 36, 37, 38)",4.328034800418752e-07,4
Qwen3-14B,14.0,vllm,2,v1,"('an intuitive thinker who relies on pattern recognition and gut feelings', 'a warm supporter who encourages and validates contributions')","(10, 19)",0.10911409900939584,"('an intuitive thinker who relies on pattern recognition and gut feelings', 'a warm supporter who encourages and validates contributions')","(10, 19)",0.20632231141615995,2
Qwen3-14B,14.0,vllm,2,v2,"('an enigma machine operator whose primary filter is signal-to-noise ratio and encrypted hidden messages', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements')","(20, 28)",0.16602919905031432,"('an enigma machine operator whose primary filter is signal-to-noise ratio and encrypted hidden messages', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements')","(20, 28)",0.3044927031633393,2
Qwen3-14B,14.0,vllm,3,v1,"('an intuitive thinker who relies on pattern recognition and gut feelings', 'a warm supporter who encourages and validates contributions', 'a meticulous fact-checker who verifies every claim')","(10, 19, 28)",0.07579125675034393,"('an intuitive thinker who relies on pattern recognition and gut feelings', 'a warm supporter who encourages and validates contributions', 'a meticulous fact-checker who verifies every claim')","(10, 19, 28)",0.020939937704835234,3
Qwen3-14B,14.0,vllm,3,v2,"('a radical anarchist who views all imposed structures and hierarchies as fundamentally flawed', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a systems engineer who focuses strictly on modularity, inter-component dependencies, and error states')","(10, 28, 33)",0.1289344876486802,"('an enigma machine operator whose primary filter is signal-to-noise ratio and encrypted hidden messages', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change')","(20, 28, 30)",0.05088940669821423,1
Qwen3-14B,14.0,vllm,4,v1,"('an intuitive thinker who relies on pattern recognition and gut feelings', 'an experimental explorer willing to try unconventional approaches', 'a meticulous fact-checker who verifies every claim', 'an assertive leader who drives discussions forward decisively')","(10, 14, 28, 32)",0.07064234342518017,"('an intuitive thinker who relies on pattern recognition and gut feelings', 'an experimental explorer willing to try unconventional approaches', 'a meticulous fact-checker who verifies every claim', 'an assertive leader who drives discussions forward decisively')","(10, 14, 28, 32)",0.0017748938034246517,4
Qwen3-14B,14.0,vllm,4,v2,"('a radical anarchist who views all imposed structures and hierarchies as fundamentally flawed', 'an enigma machine operator whose primary filter is signal-to-noise ratio and encrypted hidden messages', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a forensic pathologist who works backward from the failure state to determine the precise cause of death')","(10, 20, 28, 31)",0.11790076460323506,"('a radical anarchist who views all imposed structures and hierarchies as fundamentally flawed', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a systems engineer who focuses strictly on modularity, inter-component dependencies, and error states')","(10, 28, 30, 33)",0.007983778582117051,2
Qwen3-14B,14.0,vllm,5,v1,"('a contrarian debater who explores opposing viewpoints', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a meticulous fact-checker who verifies every claim', 'an adventurous experimenter eager to explore new territory', 'a results-driven achiever who prioritizes concrete goals')","(7, 10, 28, 33, 42)",0.06338267631107797,"('an intuitive thinker who relies on pattern recognition and gut feelings', 'a warm supporter who encourages and validates contributions', 'a meticulous fact-checker who verifies every claim', 'an assertive leader who drives discussions forward decisively', 'an adventurous experimenter eager to explore new territory')","(10, 19, 28, 32, 33)",0.00013825036482211916,3
Qwen3-14B,14.0,vllm,5,v2,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a systems engineer who focuses strictly on modularity, inter-component dependencies, and error states')","(8, 28, 30, 32, 33)",0.1122486569961697,"('a radical anarchist who views all imposed structures and hierarchies as fundamentally flawed', 'an enigma machine operator whose primary filter is signal-to-noise ratio and encrypted hidden messages', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a systems engineer who focuses strictly on modularity, inter-component dependencies, and error states')","(10, 20, 28, 30, 33)",0.001120418849680283,3
Qwen3-14B,14.0,vllm,6,v1,"('a thorough investigator who leaves no stone unturned', 'a contrarian debater who explores opposing viewpoints', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a creative innovator who generates novel solutions and perspectives', 'an assertive leader who drives discussions forward decisively', 'an efficient optimizer who seeks the most direct path')","(3, 7, 10, 11, 32, 41)",0.05821804527452146,"('a contrarian debater who explores opposing viewpoints', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a warm supporter who encourages and validates contributions', 'a meticulous fact-checker who verifies every claim', 'an assertive leader who drives discussions forward decisively', 'an adventurous experimenter eager to explore new territory')","(7, 10, 19, 28, 32, 33)",9.858226473307074e-06,3
Qwen3-14B,14.0,vllm,6,v2,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'an enigma machine operator whose primary filter is signal-to-noise ratio and encrypted hidden messages', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a street-smart gambler whose strategy is based on calculating odds, weighted risk, and bluffing potential')","(8, 20, 28, 30, 32, 45)",0.10526358953924975,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a radical anarchist who views all imposed structures and hierarchies as fundamentally flawed', 'an enigma machine operator whose primary filter is signal-to-noise ratio and encrypted hidden messages', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a systems engineer who focuses strictly on modularity, inter-component dependencies, and error states')","(8, 10, 20, 28, 30, 33)",0.00013391657110093616,4
Qwen3-14B,14.0,vllm,7,v1,"('a thorough investigator who leaves no stone unturned', 'a contrarian debater who explores opposing viewpoints', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a creative innovator who generates novel solutions and perspectives', 'a warm supporter who encourages and validates contributions', 'an assertive leader who drives discussions forward decisively', 'an efficient optimizer who seeks the most direct path')","(3, 7, 10, 11, 19, 32, 41)",0.05680295045830508,"('a contrarian debater who explores opposing viewpoints', 'an intuitive thinker who relies on pattern recognition and gut feelings', 'a creative innovator who generates novel solutions and perspectives', 'a warm supporter who encourages and validates contributions', 'a meticulous fact-checker who verifies every claim', 'an assertive leader who drives discussions forward decisively', 'an adventurous experimenter eager to explore new territory')","(7, 10, 11, 19, 28, 32, 33)",6.514131392008742e-07,5
Qwen3-14B,14.0,vllm,7,v2,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'an enigma machine operator whose primary filter is signal-to-noise ratio and encrypted hidden messages', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a cosmic horror narrator who frames the problem as an ancient, unknowable, and terrifying truth', 'a systems engineer who focuses strictly on modularity, inter-component dependencies, and error states', 'a professional wrestler whose analysis focuses on dramatic confrontation, stage presence, and audience reaction')","(8, 20, 28, 30, 32, 33, 44)",0.10194296462420849,"('a Roman imperial jurist who strictly adheres to precedent and codified legal language', 'a radical anarchist who views all imposed structures and hierarchies as fundamentally flawed', 'an enigma machine operator whose primary filter is signal-to-noise ratio and encrypted hidden messages', 'a Zen master who communicates only through non-sequiturs, koans, and minimal, cryptic statements', 'a deep-sea volcanologist focused on extremes of pressure, heat, and slow geologic change', 'a systems engineer who focuses strictly on modularity, inter-component dependencies, and error states', ""a mythological hero's sidekick who is overly cautious, risk-averse, and constantly points out dangers"")","(8, 10, 20, 28, 30, 33, 36)",1.5580797941428017e-05,5
